,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Flugreisen,Flugreisen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Check-in,Check-in,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Sangerhausen,Sangerhausen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Ganzjahresreifen,Ganzjahresreifen,LOC,0.00000000,1.00000000,de,1.00000000,,-1.00000000,,,,,,
Sommersaison,Sommersaison,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Weissensee,Weissensee,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Katschberg,Katschberg,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Schauerrisiko,Schauerrisiko,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Frühstücksmarkt,Frühstücksmarkt,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Ernte-Katastrophen,Ernte-Katastrophen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Tisch,Tisch,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Pfingstrosen,Pfingstrosen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Susi T.,Susi T.,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Allergiesaison,Allergiesaison,LOC,-0.50000000,0.50000000,de,1.00000000,,-1.00000000,,,,,,
Minnesota,Minnesota,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
ICE-Mitarbeiter,ICE-Mitarbeiter,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Trockenheit in Kärnten,Trockenheit in Kärnten,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
nan Nase,nan Nase,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Risiken,Risiken,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Römischen Reiches,Römischen Reiches,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Kärntner Landwirtschaftskammer,Kärntner Landwirtschaftskammer,LOC,-0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Champions-League-Anreise,Champions-League-Anreise,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Hausruck,Hausruck,LOC,0.35000000,0.50000000,de,1.00000000,,-1.00000000,,,,,,
Sonnencreme,Sonnencreme,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Wetter-Dämpfer,Wetter-Dämpfer,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Niklas Süle,Niklas Süle,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Fußballer-Karriere,Fußballer-Karriere,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Berliner Verkehrsbetriebe,Berliner Verkehrsbetriebe,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Erdbeersaison,Erdbeersaison,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
News-Quiz,News-Quiz,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Trends,Trends,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Möbeln,Möbeln,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Sommersprossen,Sommersprossen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Mühlviertels,Mühlviertels,LOC,0.35000000,0.50000000,de,1.00000000,,-1.00000000,,,,,,
Innviertel,Innviertel,LOC,0.35000000,0.50000000,de,1.00000000,,-1.00000000,,,,,,
Hauneck,Hauneck,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Wörthersee,Wörthersee,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Papierbranche,Papierbranche,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Klara,Klara,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Spritz,Spritz,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Ernte-Totalausfälle,Ernte-Totalausfälle,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Erdbeer-Matcha-Latte,Erdbeer-Matcha-Latte,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Zitronenschale,Zitronenschale,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Gelato Week,Gelato Week,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Opel-Zoo,Opel-Zoo,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Haus ins Beet umzupfla…,Haus ins Beet umzupfla…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Gelbgrüner Blütenstaub,Gelbgrüner Blütenstaub,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Theaterfest,Theaterfest,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Oberös…,Oberös…,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Spielplan,Spielplan,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Schloss Sitzenberg,Schloss Sitzenberg,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Bezirk Tulln,Bezirk Tulln,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Palais Niederösterreich,Palais Niederösterreich,LOC,0.85000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Niederöste…,Niederöste…,LOC,0.85000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
schauerartiger Regen,schauerartiger Regen,LOC,-0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Checkliste,Checkliste,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Smarthome-Devices,Smarthome-Devices,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Haus ins Beet umzupflanz…,Haus ins Beet umzupflanz…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Rekordtief,Rekordtief,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Buden am Strand,Buden am Strand,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Winter de…,Winter de…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Museum für Zeitgenössische Kunst,Museum für Zeitgenössische Kunst,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Gewitter-Folgen,Gewitter-Folgen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Southside-Festival,Southside-Festival,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Mühlbach,Mühlbach,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Ahr…,Ahr…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Viöl,Viöl,LOC,-0.85000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Freistaats,Freistaats,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Stadt Cottbus,Stadt Cottbus,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Bühnenprogramm,Bühnenprogramm,LOC,-0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Hitze-Gewitter,Hitze-Gewitter,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Eiskaffee,Eiskaffee,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Altmarkkreis Salzwede,Altmarkkreis Salzwede,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Wohnhaus,Wohnhaus,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Neuss,Neuss,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Wohnhaus in Hönow,Wohnhaus in Hönow,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Hoppegarten,Hoppegarten,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Kreis Märkisch-Oderland,Kreis Märkisch-Oderland,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Breslau,Breslau,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Pol…,Pol…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Olympia-Platz,Olympia-Platz,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Gefahr,Gefahr,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Norwegen-Senegal,Norwegen-Senegal,LOC,-0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Messerattacke,Messerattacke,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
K.-o.-Phase,K.-o.-Phase,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Neuhausen ob Eck,Neuhausen ob Eck,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Freitag Unwetter,Freitag Unwetter,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Regenchaos von Philadelphia,Regenchaos von Philadelphia,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Hochwasser-Dämme,Hochwasser-Dämme,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Japan-Riese,Japan-Riese,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Köpenick,Köpenick,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Fischer-Verlag,Fischer-Verlag,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Kanal,Kanal,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Deutschen Dom,Deutschen Dom,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Gendarmenmarkt,Gendarmenmarkt,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Schatzsuche,Schatzsuche,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Levi,Levi,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Main,Main,LOC,0.85000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Lahn,Lahn,LOC,0.85000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Kilometerlange Dämme,Kilometerlange Dämme,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Neuruppin,Neuruppin,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
h…,h…,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Mattig,Mattig,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Spargelhöfe,Spargelhöfe,LOC,0.85000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Bayerische Zugspitzbahn,Bayerische Zugspitzbahn,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Zugspitzplatt,Zugspitzplatt,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Bauernverband,Bauernverband,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Tankrabatt,Tankrabatt,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Badesaison,Badesaison,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Sommertagen,Sommertagen,LOC,1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Schleimhäute schwellen,Schleimhäute schwellen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Messi,Messi,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Süßkirschen,Süßkirschen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Brandenburgs Landesregierung,Brandenburgs Landesregierung,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Mitgastgeber Mexiko,Mitgastgeber Mexiko,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Dartmouth,Dartmouth,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Hanover,Hanover,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Romance-Lesetipps,Romance-Lesetipps,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Gentges,Gentges,LOC,-0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Hosentasche,Hosentasche,LOC,1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
mitzuschleppen,mitzuschleppen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Flughafen von,Flughafen von,LOC,-0.50000000,0.50000000,de,1.00000000,,-1.00000000,,,,,,
Engländer,Engländer,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Paraguays,Paraguays,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Rafaela,Rafaela,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Achtelfinal-Topspiels,Achtelfinal-Topspiels,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Drahtseilbahn,Drahtseilbahn,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Straße ins Kaunertal,Straße ins Kaunertal,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Kaunertal,Kaunertal,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Gletscherstraße,Gletscherstraße,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Gepatschhauses Le…,Gepatschhauses Le…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
weiterlesenNew York,weiterlesenNew York,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Madison Square Garden,Madison Square Garden,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Trump-Rede,Trump-Rede,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
US-Hauptstadt,US-Hauptstadt,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Südbayern,Südbayern,LOC,0.00000000,1.00000000,de,1.00000000,,-1.00000000,,,,,,
Mücke,Mücke,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Augustusburg,Augustusburg,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Glaziologen,Glaziologen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
ESMC-Fabrik,ESMC-Fabrik,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Sommerhits,Sommerhits,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Irrtümer,Irrtümer,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Jerzens,Jerzens,LOC,1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Gewässern,Gewässern,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Quebec,Quebec,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Dreiräder,Dreiräder,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Can-Am Canyon,Can-Am Canyon,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Konzentration,Konzentration,LOC,0.35000000,0.50000000,de,1.00000000,,-1.00000000,,,,,,
Echtzeit-Wassermanagement,Echtzeit-Wassermanagement,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Klimaschwankungen,Klimaschwankungen,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Landwirtschaftskammer Niede…,Landwirtschaftskammer Niede…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Sommernachtstraum,Sommernachtstraum,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Klimaanlagen,Klimaanlagen,LOC,0.00000000,1.00000000,de,1.00000000,,-1.00000000,,,,,,
Radtour,Radtour,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Sechsbeiners,Sechsbeiners,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Obstkulturen,Obstkulturen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Weinreben,Weinreben,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Rosen,Rosen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Brandenburgs Landwirte,Brandenburgs Landwirte,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
zufroren,zufroren,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Kuhstall,Kuhstall,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Sommerlektüre,Sommerlektüre,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Rekorde,Rekorde,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Potsdamer Landtag,Potsdamer Landtag,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Londons,Londons,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Dalt Vila,Dalt Vila,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Australiens Regierung,Australiens Regierung,LOC,-0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Sturmböen“,Sturmböen“,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Landkreis Eichsfeld,Landkreis Eichsfeld,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Tagesanbruch,Tagesanbruch,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
We…,We…,LOC,-0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Götterbaumes,Götterbaumes,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Pollenservice Wien,Pollenservice Wien,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Nord-Vietnam,Nord-Vietnam,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Kon…,Kon…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Liveblog Russland,Liveblog Russland,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Sonnenschirm-Test,Sonnenschirm-Test,LOC,1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Grundwasserpegel,Grundwasserpegel,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Südniedersachsen,Südniedersachsen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Diskussionsteilnehmenden,Diskussionsteilnehmenden,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Hagel,Hagel,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Sailun,Sailun,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Reifenhersteller Sailun,Reifenhersteller Sailun,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Chinesen,Chinesen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Messe Interschutz,Messe Interschutz,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Neuheiten,Neuheiten,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Harste on Thursday,Harste on Thursday,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Plissees,Plissees,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Erzbistum Berlin,Erzbistum Berlin,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Meenzer,Meenzer,LOC,-0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Tagen der Hitze,Tagen der Hitze,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Kreis Alzey-Worms“,Kreis Alzey-Worms“,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Radwegenetzes,Radwegenetzes,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Smartmi,Smartmi,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Spring View“,Spring View“,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Wintergerste,Wintergerste,LOC,1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Gräserpollen,Gräserpollen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Kreis Paderborn,Kreis Paderborn,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Mansfelder Land,Mansfelder Land,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Sommerbeginn,Sommerbeginn,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
spûÊte,spûÊte,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Dachsteingletscher,Dachsteingletscher,LOC,0.00000000,1.00000000,de,1.00000000,,-1.00000000,,,,,,
Tourismusbetriebe,Tourismusbetriebe,LOC,-0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Schloss Maria Loretto,Schloss Maria Loretto,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Euphrat-Hochwasser,Euphrat-Hochwasser,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Wörther See,Wörther See,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Mähdrescher,Mähdrescher,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Gartenmöbeln,Gartenmöbeln,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Autodächern,Autodächern,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Fichte,Fichte,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Bundeslan…,Bundeslan…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Energiekonzern Uniper,Energiekonzern Uniper,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Freien am Freitag,Freien am Freitag,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
weiterlesenKonstanz/Lindau,weiterlesenKonstanz/Lindau,LOC,0.00000000,1.00000000,de,1.00000000,,-1.00000000,,,,,,
Rosenstock,Rosenstock,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Bebelplatz,Bebelplatz,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Schwerin,Schwerin,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Biber,Biber,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
WM-Wochenende,WM-Wochenende,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Wetter,Wetter,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Schl…,Schl…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Nordhe…,Nordhe…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Sonnenbrille,Sonnenbrille,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Salzburg Museum,Salzburg Museum,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Dommuseum,Dommuseum,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Erzdiözese Salzburg,Erzdiözese Salzburg,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Stifts St. Peter…,Stifts St. Peter…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Elster,Elster,LOC,0.00000000,1.00000000,de,1.00000000,,-1.00000000,,,,,,
Dachstuhlbrand,Dachstuhlbrand,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
XXL-Gewitterzelle,XXL-Gewitterzelle,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Tals…,Tals…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
kühl,kühl,LOC,-0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Grünflächen,Grünflächen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Eichenprozessionsspinner,Eichenprozessionsspinner,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Digitalwirtschaft-Podcast,Digitalwirtschaft-Podcast,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Elektrofahrzeugs,Elektrofahrzeugs,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Chinas,Chinas,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Fotofestival,Fotofestival,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Ausstellungsroute,Ausstellungsroute,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Brexit zu…,Brexit zu…,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Reutlingen,Reutlingen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Wattenmeerküste,Wattenmeerküste,LOC,0.00000000,1.00000000,de,1.00000000,,-1.00000000,,,,,,
Kamp,Kamp,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Bützow,Bützow,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Breitenbrunn,Breitenbrunn,LOC,0.80000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Warnow,Warnow,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Schockvideo,Schockvideo,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Prüfstand,Prüfstand,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
US-Gericht,US-Gericht,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Reflecting Pool,Reflecting Pool,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Lincoln-Denkmal,Lincoln-Denkmal,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
Washingtoner Innenstadt,Washingtoner Innenstadt,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,,,
